timestamp,open,high,low,close,volume
2019-08-08,144.9000,146.5600,144.0901,144.4300,1041344
2019-08-07,144.4100,145.3100,142.2100,144.0400,1508300
2019-08-06,143.0900,146.1100,141.6300,145.6400,1594000
2019-08-05,142.9500,143.4000,139.9600,143.1600,1604800
2019-08-02,149.6000,150.0400,145.7100,145.7800,1212700
2019-08-01,150.5200,153.5200,149.7200,149.9500,1460300
2019-07-31,151.6500,152.4800,149.7100,150.6400,1057100
2019-07-30,152.5200,154.6600,150.9100,151.8000,872900
2019-07-29,152.2900,153.4200,150.9400,153.0400,782500
2019-07-26,150.1000,152.8300,149.5000,152.6200,881500
2019-07-25,156.9000,158.2100,149.9400,150.0300,1703200
2019-07-24,157.6400,159.2200,157.0700,158.5000,865500
2019-07-23,159.4900,159.9000,155.3500,157.6400,894500
2019-07-22,157.2800,160.1700,157.2400,158.9000,840800
2019-07-19,158.0900,158.7300,156.1400,156.9300,965300
2019-07-18,154.7500,158.0900,152.3300,157.9000,1126900
2019-07-17,161.1500,161.4100,156.3500,157.6700,1116100
2019-07-16,158.8700,162.7100,158.8700,161.7600,763600
2019-07-15,159.0100,159.1400,156.6300,158.9200,487600
2019-07-12,156.2400,159.1100,155.8900,158.5800,648600
2019-07-11,155.8600,157.5200,155.0800,156.2900,970300
2019-07-10,155.5900,156.8100,154.5900,156.4300,833700
2019-07-09,157.7700,158.8800,154.0300,155.5000,1040700
2019-07-08,160.6000,163.2300,158.1100,158.1900,1588100
2019-07-05,160.1400,161.0100,159.2500,160.6200,604400
2019-07-03,159.5100,161.6300,158.6700,160.6300,588400
2019-07-02,157.0000,160.4900,156.3200,159.7900,1394000
2019-07-01,155.7100,158.4500,155.5700,156.5900,1151500
2019-06-28,151.9800,154.4500,151.4000,154.1400,950000
2019-06-27,150.0900,153.0300,149.1700,151.7100,1028900
2019-06-26,153.6900,153.9200,149.2000,149.9300,1237800
2019-06-25,152.9400,156.2200,151.9200,154.5000,1346800
2019-06-24,153.8600,153.8600,151.6600,152.3300,1134100
2019-06-21,153.6100,154.1100,151.7600,153.2400,1054200
2019-06-20,154.3200,154.9500,151.2700,153.2700,874700
2019-06-19,154.8700,155.0600,152.1200,153.7700,1092600
2019-06-18,152.4200,155.0500,152.3200,154.8300,1194500
2019-06-17,152.5200,153.8400,151.6600,151.7400,694300
2019-06-14,150.6900,152.6800,150.3100,151.8000,769100
2019-06-13,150.6600,152.7000,150.1900,150.6100,814800
2019-06-12,152.0900,152.6800,149.0300,150.5400,796500
2019-06-11,153.7600,153.8400,150.3200,152.1700,1469200
2019-06-10,156.3600,157.7000,152.1300,153.5200,1046900
2019-06-07,155.1000,157.1300,154.5700,155.3500,663300
2019-06-06,154.6400,155.4000,153.4200,154.9000,919500
2019-06-05,155.2600,156.0200,152.6400,154.6100,1093000
2019-06-04,154.5600,155.8200,153.7600,154.6100,1008300
2019-06-03,154.4100,154.4900,151.8300,153.1700,1104200
2019-05-31,156.0000,156.6300,154.4000,155.0000,1487200
2019-05-30,156.7900,160.5800,156.4400,159.3900,1080200
2019-05-29,154.1800,156.0700,151.5700,155.7800,1665200
2019-05-28,158.2300,159.2500,154.5600,154.5600,1207500
2019-05-24,159.7200,160.4100,155.4800,158.0900,2127800
2019-05-23,165.5800,167.0000,158.5500,159.8000,2600200
2019-05-22,165.6900,170.9900,164.6000,166.2900,3608400
2019-05-21,159.0200,161.7200,156.6500,161.3000,1821300
2019-05-20,157.3500,160.1900,157.2000,158.6400,1714600
2019-05-17,155.9200,159.6700,155.6800,157.9700,1146200
2019-05-16,155.8000,158.6700,154.1200,157.2800,1264500
2019-05-15,154.8400,155.9500,153.2500,155.8300,783000
2019-05-14,154.5700,156.8900,153.0900,155.7500,1216000
2019-05-13,155.1300,156.0000,153.4100,155.3700,1395400
2019-05-10,159.2400,159.2400,154.4900,158.1200,813300
2019-05-09,157.3200,160.0100,156.1800,159.8900,883600
2019-05-08,160.1200,160.4500,157.7300,158.6200,586200
2019-05-07,161.0900,162.5900,159.6500,160.6600,1069400
2019-05-06,161.0600,163.5600,159.8300,161.9900,1218600
2019-05-03,167.0500,167.3900,163.1900,163.2700,760200
2019-05-02,164.0500,167.2100,163.3000,166.7800,1154500
2019-05-01,166.1300,166.6600,163.6700,163.8300,923200
2019-04-30,167.4100,168.7100,165.2500,166.3200,872200
2019-04-29,169.9400,170.5600,166.6400,166.7700,811000
2019-04-26,170.3100,170.7300,168.1700,170.1900,690700
2019-04-25,169.8000,171.5700,165.8700,170.6400,1265000
2019-04-24,173.2900,173.9300,171.7600,171.8600,915700
2019-04-23,171.0900,173.7200,170.2600,172.4700,925000
2019-04-22,174.4500,175.3900,169.7300,170.0800,878800
2019-04-18,176.5600,177.1300,174.1100,175.4000,1025300
2019-04-17,179.9500,180.0500,176.6700,176.8100,741500
2019-04-16,182.5600,182.5600,179.5100,179.9500,676900
2019-04-15,180.5400,181.7800,179.0300,181.4300,913200
2019-04-12,180.9600,181.8000,179.7400,180.1100,922600
2019-04-11,178.6500,181.0200,177.8900,180.9600,705300
2019-04-10,176.7000,178.8600,174.2500,178.8000,1079500
2019-04-09,176.9000,177.7200,175.3300,175.6500,616200
2019-04-08,175.7800,178.0400,173.8300,177.5900,830300
2019-04-05,174.3100,176.8300,174.3100,176.7800,741300
2019-04-04,172.1400,174.4100,171.5800,174.0000,1213800
2019-04-03,174.0800,174.8000,171.4200,171.6900,847200
2019-04-02,173.5400,173.9400,170.9300,173.3400,670600
2019-04-01,172.7900,174.1800,171.1300,173.6300,957500
2019-03-29,169.8900,171.5700,168.6000,170.5300,1856200
2019-03-28,167.3200,168.9200,166.6600,168.7500,643400
2019-03-27,167.9600,169.7100,166.7000,166.8900,998900
2019-03-26,167.8500,168.9000,165.8100,168.2700,961700
2019-03-25,165.5000,168.9500,164.2900,167.7800,841100
2019-03-22,168.3300,168.5800,164.7200,164.8400,941600
2019-03-21,163.8300,169.1700,163.8300,169.0700,864700
2019-03-20,164.5100,165.6200,162.5900,164.1500,875200
2019-03-19,161.4400,164.9300,161.1700,163.4200,1371600
