timestamp,open,high,low,close,volume
2019-08-08,68.4300,69.5100,68.1000,69.4900,1707391
2019-08-07,66.8700,68.2700,66.4800,67.9700,2162100
2019-08-06,66.4100,67.6800,66.0400,67.6600,2436200
2019-08-05,66.8400,67.1700,65.6600,65.8600,3273100
2019-08-02,69.1200,69.1300,67.5600,68.0800,2803500
2019-08-01,69.6300,70.6800,68.3900,69.2100,2494100
2019-07-31,70.1900,70.6600,68.9200,69.4100,3846100
2019-07-30,69.2500,70.1800,68.1000,70.1500,2871800
2019-07-29,69.5000,70.5000,69.3800,70.3700,2750000
2019-07-26,70.1300,70.1900,69.3500,69.5000,2392600
2019-07-25,69.7500,70.0100,69.5500,69.8500,1904700
2019-07-24,69.2500,69.5800,68.6200,69.5800,3190400
2019-07-23,69.4000,70.1700,69.1600,69.8900,3304200
2019-07-22,68.9100,69.4700,68.4600,69.0900,3103300
2019-07-19,70.5800,70.5800,68.6000,68.7000,2694400
2019-07-18,70.0100,70.6100,69.6600,70.1300,2713000
2019-07-17,70.3100,70.5600,69.5900,69.5900,2402300
2019-07-16,70.0000,70.3600,69.3300,69.9500,3067200
2019-07-15,71.0200,71.0200,69.4900,70.5500,3955300
2019-07-12,71.2800,72.2700,70.8300,71.6500,2542400
2019-07-11,73.7700,73.7800,71.4800,71.7400,6562400
2019-07-10,73.5800,73.9400,73.1300,73.3700,1785200
2019-07-09,73.4900,74.0800,73.1100,73.4500,2092200
2019-07-08,75.5300,75.9900,73.5000,73.8400,2217400
2019-07-05,76.3400,76.4700,75.3000,75.7500,1493100
2019-07-03,75.8600,76.9300,75.7000,76.8000,1153100
2019-07-02,75.8500,76.1800,75.2500,75.6100,1877000
2019-07-01,75.6000,75.8900,74.9200,75.7800,2753200
2019-06-28,73.2600,74.7000,73.1000,74.6700,3159700
2019-06-27,72.5500,73.2800,72.2000,73.1900,1480200
2019-06-26,72.6400,73.1800,72.0400,72.1400,1583800
2019-06-25,73.1900,73.6300,72.4100,72.5100,1340400
2019-06-24,73.3300,73.6800,72.2600,73.1400,1251600
2019-06-21,73.1400,73.5400,72.5500,73.3400,3096200
2019-06-20,73.2200,73.4200,72.3600,73.3200,2077800
2019-06-19,71.8900,72.7300,71.8900,72.6500,1916700
2019-06-18,70.8000,72.2200,70.5700,71.9100,2350400
2019-06-17,70.2500,70.6000,69.8900,70.2900,1149200
2019-06-14,70.3100,70.4500,69.7400,69.9700,1602700
2019-06-13,70.5600,70.7100,69.8900,70.3000,1886900
2019-06-12,70.0800,70.2900,68.9300,70.2900,1546800
2019-06-11,72.2500,72.6000,69.8100,70.0900,1748200
2019-06-10,69.6800,70.5500,69.3600,70.2900,1477100
2019-06-07,69.7000,70.2200,69.3300,69.5200,1547400
2019-06-06,68.5200,69.6800,68.5200,69.1600,2469000
2019-06-05,68.6100,69.0100,67.8900,68.3500,2289200
2019-06-04,67.6600,68.0000,66.4100,67.9500,4402800
2019-06-03,67.0400,68.1000,66.8200,66.9900,2560600
2019-05-31,66.2400,67.5600,66.0700,67.0500,2829300
2019-05-30,67.5900,67.9000,66.7300,66.8900,2947900
2019-05-29,66.5900,67.9900,66.5900,67.3000,3722100
2019-05-28,68.4300,68.8600,66.9600,67.0800,2984700
2019-05-24,68.1400,69.8900,68.0800,68.3600,3852900
2019-05-23,67.1800,67.8500,66.0300,67.7000,5358500
2019-05-22,68.1700,68.6400,67.5100,67.9700,4985400
2019-05-21,69.3700,70.4400,68.2500,68.3200,3928200
2019-05-20,68.6600,69.9700,68.6400,68.9300,4029700
2019-05-17,68.4400,69.8700,68.1900,69.1100,3935700
2019-05-16,67.6000,69.4200,67.6000,69.3000,4567700
2019-05-15,67.3600,69.9000,66.2400,67.6400,14523800
2019-05-14,74.4300,76.6700,74.3000,76.0100,2557700
2019-05-13,75.7500,75.9100,73.2300,73.8400,3547300
2019-05-10,76.6400,77.1400,74.0900,77.1000,2849800
2019-05-09,75.6700,77.0600,74.8500,77.0000,1717500
2019-05-08,76.7800,77.3000,76.1300,76.6100,2243600
2019-05-07,78.5900,78.7700,76.0300,76.6700,1732200
2019-05-06,77.6200,79.4100,77.2100,79.3500,1624300
2019-05-03,78.5800,79.5600,78.5800,79.2900,1303200
2019-05-02,77.4100,78.3400,77.1500,78.2000,946800
2019-05-01,78.4900,78.9200,77.2800,77.4700,1078600
2019-04-30,77.4400,78.5900,77.3800,78.5000,1726200
2019-04-29,77.4700,78.4400,77.3200,77.3300,2177700
2019-04-26,76.9800,77.4600,76.3000,77.4200,1608900
2019-04-25,75.2600,77.0400,74.9400,76.7200,1481400
2019-04-24,75.8400,76.6300,75.4300,75.7900,1942700
2019-04-23,74.2800,76.8000,73.7600,75.5600,4607100
